export_date,Slot,Team,Player,Pitcher,Grade,OnBaseScore,Matchup,ZF,G2TB%,SimTB2%,AVG,SLG,ISO,xwOBA,XBH%,HH%,SimTB,LA°,TB Signal
7/9/2026,,CWS,Chase Meidroth,Patrick Sandoval,⚠️ Tough,52,29,0.0,,47.80%,,,0.102,0.281,,,1.4,-2.8,0
7/9/2026,,SD,Xander Bogaerts,Merrill Kelly,🎯 Target,52,24,0.3,,52.90%,,,0.081,0.31,,,0.8,11.7,0
7/9/2026,,TB,Victor Mesa Jr.,Paul Blackburn,⚠️ Tough,52,39,3.2,,48.70%,,,0.175,0.286,,,1.1,30.3,0
7/9/2026,,PHI,Justin Crawford,Brady Singer,🎯 Target,51,36,0.8,,60.10%,,,0.09,0.27,,,1.3,1.3,0
7/9/2026,,CIN,Tyler Stephenson,Jesús Luzardo,🤔 Average,51,33,1.1,,48.70%,,,0.096,0.335,,,1.1,32.1,0
7/9/2026,,MIL,Cooper Pratt,Andre Pallante,🤔 Average,51,34,0.0,,47.10%,,,0.1,0.358,,,1.1,12.1,0
7/9/2026,,MIN,Victor Caratini,Gavin Williams,🤔 Average,51,25,1.8,,35.90%,,,0.103,0.339,,,0.9,13.1,0
7/9/2026,,STL,Lars Nootbaar,Logan Henderson,‼️ Elite,51,30,1.9,,32.30%,,,0.108,0.344,,,1.5,13.3,0
7/9/2026,,NYY,Max Schuemann,Drew Rasmussen,‼️ Elite,50,22,1.6,,28.50%,,,0.294,0.355,,,0.7,-2.1,0
7/9/2026,,PIT,Jake Mangum,Bryce Elder,💥 Hittable,50,29,0.5,,52.80%,,,0.043,0.286,,,1.0,-4.5,0
7/9/2026,,AZ,Alek Thomas,Griffin Canning,💥 Hittable,50,17,0.0,,46.50%,,,0.121,0.278,,,1.3,-6.4,0
7/9/2026,,CWS,Kyle Teel,Patrick Sandoval,⚠️ Tough,50,10,0.0,,38.20%,,,0.173,0.327,,,0.8,15.1,0
7/9/2026,,LAA,Jorge Soler,Nathan Eovaldi,🤔 Average,50,38,3.1,,44.60%,,,0.095,0.297,,,1.3,20.2,0
7/9/2026,,CHC,Michael Busch,Trevor Rogers,💥 Hittable,50,35,2.9,,35.90%,,,0.152,0.356,,,1.1,22.1,0
7/9/2026,,COL,Brett Sullivan,Carson Whisenhunt,💥 Hittable,50,34,4.6,,44.90%,,,0.102,0.269,,,0.9,25.5,0
7/9/2026,,STL,José Fermín,Logan Henderson,‼️ Elite,50,38,2.8,,52.10%,,,0.209,0.286,,,1.3,17.7,0
7/9/2026,,TEX,Ezequiel Duran,Reid Detmers,⚠️ Tough,49,27,1.5,,41%,,,0.108,0.288,,,1.1,9.3,0
7/9/2026,,LAA,Josh Lowe,Nathan Eovaldi,🤔 Average,49,32,0.8,,45.90%,,,0.169,0.286,,,1.7,28.7,0
7/9/2026,,SF,Willy Adames,Ryan Feltner,💥 Hittable,49,52,3.4,,59.80%,,,0.11,0.281,,,1.4,28.7,0
7/9/2026,,SF,Luis Arraez,Ryan Feltner,💥 Hittable,49,44,1.1,,53%,,,0.116,0.313,,,1.6,22.6,0
7/9/2026,,SF,Jung Hoo Lee,Ryan Feltner,💥 Hittable,49,44,0.7,,54.50%,,,0.082,0.316,,,1.5,7.9,0
7/9/2026,,TB,Cedric Mullins,Paul Blackburn,⚠️ Tough,49,35,2.7,,49.70%,,,0.21,0.271,,,1.1,19.1,0
7/9/2026,,TB,Nick Fortes,Paul Blackburn,⚠️ Tough,49,34,1.0,,52%,,,0.233,0.266,,,1.6,4.9,0
7/9/2026,,TB,Hunter Feduccia,Paul Blackburn,⚠️ Tough,49,25,0.8,,47.30%,,,0.28,0.288,,,1.1,20.0,0
7/9/2026,,TEX,Nicky Lopez,Reid Detmers,⚠️ Tough,48,39,0.9,,58.50%,,,0.044,0.258,,,0.9,-14.7,0
7/9/2026,,TEX,Evan Carter,Reid Detmers,⚠️ Tough,48,16,1.9,,35.80%,,,0.211,0.296,,,0.6,24.3,0
7/9/2026,,NYY,Amed Rosario,Drew Rasmussen,‼️ Elite,48,27,3.3,,31.40%,,,0.218,0.314,,,1.1,5.0,0
7/9/2026,,NYY,José Caballero,Drew Rasmussen,‼️ Elite,48,31,4.1,,34%,,,0.246,0.272,,,1.5,4.7,0
7/9/2026,,PIT,Jared Triolo,Bryce Elder,💥 Hittable,48,23,0.5,,53.50%,,,0.14,0.265,,,1.1,16.4,0
7/9/2026,,AZ,Tim Tawa,Griffin Canning,💥 Hittable,48,17,2.2,,46.70%,,,0.117,0.234,,,0.6,4.9,0
7/9/2026,,CWS,Tristan Peters,Patrick Sandoval,⚠️ Tough,48,10,0.0,,37.10%,,,0.205,0.305,,,0.8,3.7,0
7/9/2026,,MIL,Christian Yelich,Andre Pallante,🤔 Average,48,41,2.2,,52.60%,,,0.14,0.305,,,1.1,-6.5,0
7/9/2026,,MIL,Andrew Vaughn,Andre Pallante,🤔 Average,48,28,0.7,,40.30%,,,0.114,0.365,,,1.1,1.5,0
7/9/2026,,NYM,Bo Bichette,Michael Wacha,🤔 Average,48,40,2.0,,48.60%,,,0.082,0.332,,,1.4,5.5,0
7/9/2026,,CLE,Kahlil Watson,Bailey Ober,🤔 Average,48,21,0.0,,55.60%,,,0.074,0.241,,,1.1,18.4,0
7/9/2026,,MIN,Austin Martin,Gavin Williams,🤔 Average,48,24,0.4,,45.50%,,,0.115,0.321,,,1.1,15.6,0
7/9/2026,,MIA,Xavier Edwards,Bryce Miller,‼️ Elite,48,25,1.0,,30%,,,0.097,0.333,,,1.4,18.1,0
7/9/2026,,CHC,Alex Bregman,Trevor Rogers,💥 Hittable,47,50,1.4,,57.20%,,,0.12,0.328,,,1.3,11.3,0
7/9/2026,,COL,Edouard Julien,Carson Whisenhunt,💥 Hittable,47,13,1.9,,31.50%,,,0.184,0.346,,,0.6,1.7,0
7/9/2026,,STL,Nathan Church,Logan Henderson,‼️ Elite,47,24,2.3,,32.20%,,,0.19,0.287,,,1.4,15.7,0
7/9/2026,,TEX,Alejandro Osuna,Reid Detmers,⚠️ Tough,46,20,0.6,,40.40%,,,0.105,0.316,,,1.0,-3.6,0
7/9/2026,,NYY,Cody Bellinger,Drew Rasmussen,‼️ Elite,46,40,2.7,,43.50%,,,0.062,0.349,,,1.0,29.5,0
7/9/2026,,NYM,Jorge Polanco,Michael Wacha,🤔 Average,46,38,2.1,,55.60%,,,0.111,0.293,,,0.8,0.8,0
7/9/2026,,MIA,Javier Sanoja,Bryce Miller,‼️ Elite,46,21,0.4,,37.30%,,,0.22,0.289,,,1.4,3.4,0
7/9/2026,,TEX,Joc Pederson,Reid Detmers,⚠️ Tough,45,33,3.5,,41.20%,,,0.219,0.37,,,0.1,18.0,0
7/9/2026,,TEX,Josh Smith,Reid Detmers,🤔 Average,45,12,0.8,,35.60%,,,0.204,0.28,,,0.7,2.9,0
7/9/2026,,NYY,Ryan McMahon,Drew Rasmussen,‼️ Elite,45,37,2.8,,45.50%,,,0.12,0.307,,,1.2,6.2,0
7/9/2026,,NYY,Jazz Chisholm Jr.,Drew Rasmussen,‼️ Elite,45,43,2.5,,51.20%,,,0.089,0.297,,,1.3,10.9,0
7/9/2026,,CWS,Braden Montgomery,Patrick Sandoval,⚠️ Tough,45,13,0.0,,39.80%,,,0.114,0.293,,,1.1,8.2,0
7/9/2026,,TB,Richie Palacios,Paul Blackburn,⚠️ Tough,45,25,0.5,,46%,,,0.163,0.294,,,1.2,18.2,0
7/9/2026,,KC,Starling Marte,Sean Manaea,💥 Hittable,44,26,0.8,,49.90%,,,0.062,0.33,,,0.8,-1.3,0
7/9/2026,,PIT,Tyler Callihan,Bryce Elder,💥 Hittable,44,44,2.7,,52.80%,,,0.219,0.291,,,1.3,2.5,0
7/9/2026,,CLE,George Valera,Bailey Ober,🤔 Average,44,10,0.0,,52.70%,,,0.096,0.222,,,0.8,16.1,0
7/9/2026,,CLE,Juan Brito,Bailey Ober,🤔 Average,44,10,0.0,,36.40%,,,0.104,0.224,,,0.8,12.0,0
7/9/2026,,CLE,Kyle Manzardo,Bailey Ober,🤔 Average,44,34,2.9,,48.70%,,,0.151,0.291,,,0.8,10.5,0
7/9/2026,,STL,Masyn Winn,Logan Henderson,‼️ Elite,44,29,0.7,,51.20%,,,0.11,0.298,,,1.3,24.7,0
7/9/2026,,MIA,Leo Jiménez,Bryce Miller,‼️ Elite,43,16,0.9,,35.40%,,,0.186,0.3,,,0.8,9.9,0
7/9/2026,,MIL,Joey Ortiz,Andre Pallante,🤔 Average,42,28,1.4,,46.90%,,,0.17,0.291,,,1.2,6.7,0
7/9/2026,,SEA,Colt Emerson,Janson Junk,💥 Hittable,42,50,3.8,,61.20%,,,0.203,0.247,,,1.2,-3.1,0
7/9/2026,,NYY,Spencer Jones,Drew Rasmussen,‼️ Elite,41,31,1.4,,52.60%,,,0.161,0.27,,,1.1,22.5,0
7/9/2026,,NYY,Jasson Domínguez,Drew Rasmussen,‼️ Elite,41,30,2.9,,45.80%,,,0.161,0.27,,,1.1,11.7,0
7/9/2026,,PIT,Jhostynxon Garcia,Bryce Elder,💥 Hittable,41,9,0.0,,43.30%,,,0.095,0.276,,,0.7,9.6,0
7/9/2026,,CIN,Edwin Arroyo,Jesús Luzardo,🤔 Average,41,19,0.0,,31.80%,,,0.097,0.302,,,1.4,23.9,0
7/9/2026,,SEA,Josh Naylor,Janson Junk,💥 Hittable,41,39,1.6,,47.70%,,,0.103,0.328,,,1.3,24.4,0
7/9/2026,,COL,Troy Johnston,Carson Whisenhunt,💥 Hittable,41,10,0.5,,31.50%,,,0.072,0.337,,,0.8,12.1,0
7/9/2026,,MIA,Griffin Conine,Bryce Miller,‼️ Elite,41,33,3.4,,33.60%,,,0.176,0.33,,,1.1,9.5,0
7/9/2026,,MIA,Jakob Marsee,Bryce Miller,‼️ Elite,41,15,0.8,,28.60%,,,0.129,0.299,,,1.2,15.3,0
7/9/2026,,TEX,Brandon Nimmo,Reid Detmers,⚠️ Tough,40,24,1.7,,33.90%,,,0.152,0.392,,,0.7,11.3,0
7/9/2026,,LAA,Nolan Schanuel,Nathan Eovaldi,🤔 Average,40,43,2.1,,45.30%,,,0.118,0.332,,,1.3,17.4,0
7/9/2026,,BOS,Connor Wong,Anthony Kay,🎯 Target,40,34,0.8,,55.60%,,,0.105,0.324,,,0.9,15.8,0
7/9/2026,,BAL,Leody Taveras,David Peterson,💥 Hittable,40,16,0.8,,40.90%,,,0.178,0.28,,,1.0,11.3,0
7/9/2026,,NYM,Brett Baty,Michael Wacha,🤔 Average,39,24,1.0,,45.30%,,,0.096,0.299,,,1.2,9.5,0
7/9/2026,,ATH,Lawrence Butler,Framber Valdez,🎯 Target,39,14,1.3,,37.50%,,,0.097,0.303,,,0.6,1.0,0
7/9/2026,,TB,Taylor Walls,Paul Blackburn,⚠️ Tough,39,27,0.0,,54.70%,,,0.077,0.262,,,1.1,3.7,0
7/9/2026,,LAA,Wade Meckler,Nathan Eovaldi,🤔 Average,38,42,1.0,,52.30%,,,0.112,0.315,,,1.2,5.1,0
7/9/2026,,BOS,Nate Eaton,Anthony Kay,🎯 Target,38,26,2.5,,49.70%,,,0.172,0.305,,,0.6,21.2,0
7/9/2026,,SD,Rodolfo Durán,Merrill Kelly,🎯 Target,38,37,4.3,,55.90%,,,0.171,0.237,,,0.8,8.3,0
7/9/2026,,SD,Will Wagner,Merrill Kelly,🎯 Target,38,32,0.0,,58.50%,,,0.029,0.331,,,0.6,5.8,0
7/9/2026,,NYM,Luis Torrens,Michael Wacha,🤔 Average,38,22,1.4,,51.80%,,,0.107,0.269,,,1.0,9.3,0
7/9/2026,,CHC,Nico Hoerner,Trevor Rogers,💥 Hittable,38,45,0.3,,57.60%,,,0.075,0.316,,,1.6,9.5,0
7/9/2026,,CHC,Miguel Amaya,Trevor Rogers,💥 Hittable,38,43,1.0,,61.60%,,,0.103,0.305,,,0.9,21.6,0
7/9/2026,,BAL,Dylan Beavers,David Peterson,💥 Hittable,38,14,0.9,,35.30%,,,0.112,0.291,,,0.8,16.3,0
7/9/2026,,DET,Zach McKinstry,José Suarez,💥 Hittable,38,11,0.4,,44.40%,,,0.069,0.261,,,0.6,9.5,0
7/9/2026,,CLE,Daniel Schneemann,Bailey Ober,🤔 Average,37,24,2.6,,43.70%,,,0.123,0.295,,,0.7,9.1,0
7/9/2026,,ATH,Max Muncy,Framber Valdez,🎯 Target,37,56,3.0,,68.30%,,,0.169,0.279,,,0.9,9.8,0
7/9/2026,,TB,Chandler Simpson,Paul Blackburn,⚠️ Tough,37,31,0.0,,57.30%,,,0.055,0.249,,,1.5,4.3,0
7/9/2026,,MIA,Graham Pauley,Bryce Miller,‼️ Elite,37,10,0.9,,28.40%,,,0.184,0.238,,,0.9,11.8,0
7/9/2026,,SD,Nick Castellanos,Merrill Kelly,🎯 Target,36,32,3.4,,51.40%,,,0.148,0.264,,,0.8,17.9,0
7/9/2026,,ATH,Jeff McNeil,Framber Valdez,🎯 Target,36,9,0.8,,37.30%,,,0.059,0.294,,,0.5,12.5,0
7/9/2026,,PIT,Marcell Ozuna,Bryce Elder,💥 Hittable,35,30,1.6,,46.80%,,,0.12,0.318,,,1.1,25.8,0
7/9/2026,,PIT,Billy Cook,Bryce Elder,💥 Hittable,35,5,0.0,,43.90%,,,0.086,0.166,,,0.4,20.3,0
7/9/2026,,CHC,Ian Happ,Trevor Rogers,💥 Hittable,35,26,4.1,,31.10%,,,0.095,0.321,,,1.0,10.4,0
7/9/2026,,DET,Kerry Carpenter,José Suarez,💥 Hittable,35,24,3.1,,40.40%,,,0.244,0.308,,,0.6,17.7,0
7/9/2026,,LAA,Oswald Peraza,Nathan Eovaldi,🤔 Average,34,28,2.9,,43.50%,,,0.142,0.288,,,0.8,11.9,0
7/9/2026,,CIN,TJ Friedl,Jesús Luzardo,🤔 Average,34,10,1.4,,22.80%,,,0.218,0.24,,,0.9,18.1,0
7/9/2026,,BOS,Carlos Narváez,Anthony Kay,🎯 Target,34,38,1.3,,64.30%,,,0.079,0.264,,,1.1,9.5,0
7/9/2026,,COL,Willi Castro,Carson Whisenhunt,💥 Hittable,34,31,2.1,,45.90%,,,0.111,0.296,,,1.1,17.4,0
7/9/2026,,AZ,Jose Fernandez,Griffin Canning,💥 Hittable,33,27,1.8,,48.40%,,,0.097,0.272,,,0.9,22.0,0
7/9/2026,,CWS,Jacob Gonzalez,Patrick Sandoval,⚠️ Tough,33,23,0.0,,51.70%,,,0.116,0.311,,,0.6,11.8,0
7/9/2026,,NYM,Jared Young,Michael Wacha,🤔 Average,33,38,2.7,,50.70%,,,0.176,0.303,,,1.0,-6.9,0
7/9/2026,,NYY,Paul Goldschmidt,Drew Rasmussen,‼️ Elite,32,19,3.9,,23.70%,,,0.23,0.332,,,0.8,17.1,0
7/9/2026,,COL,Tyler Freeman,Carson Whisenhunt,💥 Hittable,32,34,0.6,,54%,,,0.082,0.306,,,1.5,13.0,0
7/9/2026,,LAA,Nick Madrigal,Nathan Eovaldi,🤔 Average,31,29,0.0,,55.50%,,,0.023,0.294,,,0.6,5.8,0
7/9/2026,,PHI,Edmundo Sosa,Brady Singer,🎯 Target,31,17,1.6,,45.30%,,,0.152,0.309,,,0.5,1.0,0
7/9/2026,,ATL,Jorge Mateo,Mitch Keller,🎯 Target,30,12,0.9,,40.30%,,,0.137,0.3,,,0.6,4.3,0
7/9/2026,,AZ,Lourdes Gurriel Jr.,Griffin Canning,💥 Hittable,30,21,0.6,,44.60%,,,0.089,0.295,,,1.1,24.5,0
7/9/2026,,CWS,Andrew Benintendi,Patrick Sandoval,⚠️ Tough,29,8,0.0,,36.70%,,,0.182,0.338,,,0.6,17.3,0
7/9/2026,,CWS,Drew Romo,Patrick Sandoval,⚠️ Tough,29,21,0.0,,54.20%,,,0.186,0.27,,,0.7,17.2,0
7/9/2026,,LAA,Logan O'Hoppe,Nathan Eovaldi,🤔 Average,29,26,1.9,,43.10%,,,0.099,0.269,,,1.3,27.5,0
7/9/2026,,PHI,Felix Reyes,Brady Singer,🎯 Target,28,23,3.1,,45.10%,,,0.105,0.252,,,0.4,9.3,0
7/9/2026,,SEA,Jhonny Pereda,Janson Junk,💥 Hittable,28,11,0.0,,30.50%,,,0.095,0.332,,,0.8,-7.9,0
7/9/2026,,SEA,Connor Joe,Janson Junk,💥 Hittable,28,10,0.0,,33.30%,,,0.128,0.331,,,0.3,-0.1,0
7/9/2026,,STL,Blaze Jordan,Logan Henderson,‼️ Elite,28,25,1.3,,47.40%,,,0.114,0.304,,,1.0,11.2,0
7/9/2026,,NYM,Eric Wagaman,Michael Wacha,🤔 Average,27,17,3.1,,41.20%,,,0.214,0.338,,,0.1,7.3,0
7/9/2026,,ATH,Jacob Wilson,Framber Valdez,🎯 Target,27,30,1.2,,55%,,,0.105,0.297,,,1.0,-2.6,0
7/9/2026,,STL,Pedro Pagés,Logan Henderson,‼️ Elite,27,30,1.5,,57%,,,0.124,0.257,,,1.0,19.3,0
7/9/2026,,MIA,Connor Norby,Bryce Miller,‼️ Elite,27,20,1.2,,39.20%,,,0.12,0.275,,,1.0,31.3,0
7/9/2026,,PHI,Rafael Marchán,Brady Singer,🎯 Target,26,22,2.5,,41.60%,,,0.074,0.241,,,0.7,26.9,0
7/9/2026,,CIN,Matt McLain,Jesús Luzardo,🤔 Average,26,33,2.1,,52.90%,,,0.138,0.317,,,0.5,18.4,0
7/9/2026,,BAL,Colton Cowser,David Peterson,💥 Hittable,26,25,4.2,,35.10%,,,0.138,0.326,,,0.4,-19.0,0
7/9/2026,,BOS,Masataka Yoshida,Anthony Kay,🎯 Target,25,7,0.0,,29.40%,,,0.094,0.303,,,0.7,15.6,0
7/9/2026,,MIL,Sal Frelick,Andre Pallante,🤔 Average,25,22,0.7,,53.40%,,,0.072,0.275,,,0.7,0.0,0
7/9/2026,,SEA,Patrick Wisdom,Janson Junk,💥 Hittable,25,15,2.2,,28.20%,,,0.098,0.262,,,0.7,18.8,0
7/9/2026,,STL,Nolan Gorman,Logan Henderson,‼️ Elite,25,15,2.0,,28.70%,,,0.124,0.29,,,0.8,25.5,0
7/9/2026,,TEX,Andrew McCutchen,Reid Detmers,⚠️ Tough,24,16,1.3,,46.40%,,,0.068,0.233,,,0.4,16.0,0
7/9/2026,,NYY,Anthony Volpe,Drew Rasmussen,‼️ Elite,24,18,0.7,,31.60%,,,0.083,0.297,,,1.0,8.1,0
7/9/2026,,BAL,Gunnar Henderson,David Peterson,💥 Hittable,24,24,2.8,,41%,,,0.177,0.297,,,0.9,15.6,0
7/9/2026,,COL,Braxton Fulford,Carson Whisenhunt,💥 Hittable,23,15,2.2,,60.20%,,,0.111,0.207,,,0.2,13.5,0
7/9/2026,,MIA,Agustín Ramírez,Bryce Miller,‼️ Elite,23,10,1.7,,30.50%,,,0.115,0.285,,,0.4,17.5,0
7/9/2026,,MIL,William Contreras,Andre Pallante,🤔 Average,22,40,2.4,,44.90%,,,0.117,0.341,,,1.2,13.5,0
7/9/2026,,NYM,MJ Melendez,Michael Wacha,🤔 Average,22,22,0.8,,50.20%,,,0.158,0.28,,,0.8,23.2,0
7/9/2026,,MIN,Orlando Arcia,Gavin Williams,🤔 Average,22,25,0.0,,61.90%,,,0.083,0.261,,,0.7,-3.7,0
7/9/2026,,CIN,Will Benson,Jesús Luzardo,🤔 Average,21,19,1.6,,30.30%,,,0.146,0.319,,,0.8,31.5,0
7/9/2026,,SD,Bryce Johnson,Merrill Kelly,🎯 Target,21,8,0.0,,70.40%,,,0.044,0.168,,,0.5,10.7,0
7/9/2026,,NYY,Austin Wells,Drew Rasmussen,‼️ Elite,20,13,1.0,,40.30%,,,0.091,0.284,,,0.7,22.0,0
7/9/2026,,ATL,Sandy León,Mitch Keller,🎯 Target,19,5,0.0,,43.50%,,,0.0,0.151,,,0.3,20.7,0
7/9/2026,,KC,Kameron Misner,Sean Manaea,💥 Hittable,19,3,0.0,,23.70%,,,0.024,0.212,,,0.4,11.4,0
7/9/2026,,PIT,Nick Yorke,Bryce Elder,💥 Hittable,19,11,1.5,,39.60%,,,0.079,0.289,,,0.3,18.3,0
7/9/2026,,PHI,Garrett Stubbs,Brady Singer,🎯 Target,19,10,0.0,,49.40%,,,0.0,0.246,,,0.7,16.3,0
7/9/2026,,CIN,Nathaniel Lowe,Jesús Luzardo,🤔 Average,19,10,3.3,,22.90%,,,0.206,0.337,,,0.1,3.6,0
7/9/2026,,BOS,Mickey Gasper,Anthony Kay,🎯 Target,19,4,0.0,,30.10%,,,0.065,0.275,,,0.4,7.5,0
7/9/2026,,SD,Jase Bowen,Merrill Kelly,🎯 Target,19,5,0.0,,43.70%,,,0.025,0.246,,,0.4,9.2,0
7/9/2026,,MIL,Blake Perkins,Andre Pallante,🤔 Average,19,10,1.2,,37.20%,,,0.12,0.268,,,0.3,20.5,0
7/9/2026,,SF,Eric Haase,Ryan Feltner,💥 Hittable,19,38,5.0,,49.50%,,,0.203,0.279,,,0.7,-17.0,0
7/9/2026,,CHC,Moisés Ballesteros,Trevor Rogers,💥 Hittable,19,12,2.6,,29.30%,,,0.12,0.321,,,0.2,15.5,0
7/9/2026,,BAL,Jeremiah Jackson,David Peterson,💥 Hittable,19,23,1.6,,46.60%,,,0.148,0.293,,,0.9,7.7,0
7/9/2026,,DET,Jahmai Jones,José Suarez,💥 Hittable,19,15,1.8,,38.60%,,,0.084,0.316,,,0.4,8.0,0
7/9/2026,,NYY,J.C. Escarra,Drew Rasmussen,‼️ Elite,18,9,0.0,,36.90%,,,0.082,0.272,,,0.8,24.2,0
7/9/2026,,CWS,Luisangel Acuña,Patrick Sandoval,⚠️ Tough,18,7,0.0,,29.90%,,,0.034,0.274,,,0.8,7.5,0
7/9/2026,,MIN,Tristan Gray,Gavin Williams,🤔 Average,18,12,1.3,,34.80%,,,0.105,0.278,,,0.7,1.4,0
7/9/2026,,SEA,Victor Robles,Janson Junk,💥 Hittable,18,7,0.0,,37.70%,,,0.023,0.263,,,0.6,7.0,0
7/9/2026,,STL,Jimmy Crooks,Logan Henderson,‼️ Elite,18,3,0.0,,24.20%,,,0.088,0.315,,,0.3,5.7,0
7/9/2026,,AZ,James McCann,Griffin Canning,💥 Hittable,17,10,0.0,,49.60%,,,0.048,0.231,,,0.9,17.5,0
7/9/2026,,AZ,Pavin Smith,Griffin Canning,💥 Hittable,17,6,0.0,,40.80%,,,0.051,0.265,,,0.5,22.2,0
7/9/2026,,LAA,Bryce Teodosio,Nathan Eovaldi,🤔 Average,17,0,0.0,,43.40%,,,0.043,0.199,,,0.0,0.6,0
7/9/2026,,NYM,Ronny Mauricio,Michael Wacha,🤔 Average,17,22,2.3,,39.60%,,,0.08,0.21,,,0.9,7.1,0
7/9/2026,,CLE,Petey Halpin,Bailey Ober,🤔 Average,17,7,0.0,,45.70%,,,0.056,0.233,,,0.6,19.3,0
7/9/2026,,ATH,Darell Hernaiz,Framber Valdez,🎯 Target,17,15,0.0,,62.90%,,,0.051,0.259,,,0.3,16.4,0
7/9/2026,,TB,Ben Williamson,Paul Blackburn,⚠️ Tough,17,22,0.6,,47.60%,,,0.082,0.283,,,1.0,6.2,0
7/9/2026,,TEX,Sam Haggerty,Reid Detmers,⚠️ Tough,16,2,0.0,,38.90%,,,0.023,0.161,,,0.3,1.7,0
7/9/2026,,CWS,Edgar Quero,Patrick Sandoval,⚠️ Tough,16,7,0.0,,38.60%,,,0.047,0.257,,,0.6,3.3,0
7/9/2026,,CWS,Rikuu Nishida,Patrick Sandoval,⚠️ Tough,16,6,0.0,,46.80%,,,0.0,0.229,,,0.5,1.3,0
7/9/2026,,MIN,Matt Wallner,Gavin Williams,🤔 Average,16,9,1.1,,29.60%,,,0.125,0.279,,,0.5,21.8,0
7/9/2026,,SEA,Leo Rivas,Janson Junk,💥 Hittable,16,3,0.0,,52.70%,,,0.04,0.23,,,0.2,18.5,0
7/9/2026,,COL,Chad Stevens,Carson Whisenhunt,💥 Hittable,16,0,0.0,,43.30%,,,0.0,0.225,,,0.0,6.4,0
7/9/2026,,NYY,Ali Sánchez,Drew Rasmussen,‼️ Elite,14,3,0.0,,25.50%,,,0.067,0.27,,,0.4,20.1,0
7/9/2026,,STL,Victor Scott II,Logan Henderson,‼️ Elite,14,6,0.6,,26.50%,,,0.065,0.253,,,0.5,-5.1,0
7/9/2026,,MIA,Christopher Morel,Bryce Miller,‼️ Elite,14,3,0.0,,35.20%,,,0.044,0.216,,,0.3,18.6,0
7/10/2026,,ATL,Matt Olson,Kyle Leahy,💥 Hittable,97,97,5.6,,58.80%,,,0.428,0.366,,,2.1,13.6,1
7/10/2026,,TOR,Kazuma Okamoto,JP Sears,🎯 Target,97,82,4.8,,57.90%,,,0.235,0.342,,,2.2,21.3,1
7/10/2026,,CWS,Munetaka Murakami,Jacob Lopez,🎯 Target,97,87,5.4,,51.60%,,,0.521,0.391,,,2.1,8.7,1
7/10/2026,,SD,Luis Campusano,Shane Bieber,🎯 Target,97,100,4.4,,71.50%,,,0.259,0.347,,,1.9,7.0,1
7/10/2026,,MIN,Ryan Jeffers,Grayson Rodriguez,🎯 Target,97,85,5.0,,49.60%,,,0.404,0.421,,,1.9,13.9,1
7/10/2026,,TEX,Wyatt Langford,Hunter Brown,🤔 Average,93,83,4.3,,63.30%,,,0.204,0.291,,,2.2,28.7,1
7/10/2026,,PIT,Esmerlyn Valdez,Brandon Sproat,💥 Hittable,93,84,6.3,,55.60%,,,0.286,0.37,,,1.5,20.9,1
7/10/2026,,PHI,Kyle Schwarber,Jack Flaherty,🤔 Average,93,100,7.6,,53%,,,0.235,0.382,,,2.1,7.0,1
7/10/2026,,SF,Rafael Devers,Tanner Gordon,💥 Hittable,93,72,3.2,,58.80%,,,0.366,0.331,,,2.3,9.5,1
7/10/2026,,BAL,Pete Alonso,Luinder Avila,💥 Hittable,93,80,3.5,,52.90%,,,0.199,0.392,,,2.1,6.5,1
7/10/2026,,DET,Riley Greene,Aaron Nola,💥 Hittable,93,76,2.6,,55.30%,,,0.313,0.357,,,2.2,9.2,1
7/10/2026,,TOR,George Springer,JP Sears,💥 Hittable,92,78,3.8,,66.80%,,,0.252,0.309,,,2.0,15.1,1
7/10/2026,,SF,Jesus Rodriguez,Tanner Gordon,💥 Hittable,89,83,6.2,,63.50%,,,0.297,0.289,,,2.0,6.9,1
7/10/2026,,ATL,Michael Harris II,Kyle Leahy,💥 Hittable,88,97,5.4,,60.30%,,,0.2,0.357,,,2.2,13.5,1
7/10/2026,,CWS,Miguel Vargas,Jacob Lopez,🎯 Target,88,82,3.0,,58.20%,,,0.232,0.401,,,1.7,8.3,1
7/10/2026,,SF,Casey Schmitt,Tanner Gordon,💥 Hittable,87,70,4.9,,50.60%,,,0.223,0.355,,,1.9,16.3,1
7/10/2026,,SF,Heliot Ramos,Tanner Gordon,💥 Hittable,87,65,3.9,,50.60%,,,0.299,0.364,,,2.0,18.1,1
7/10/2026,,KC,Tyler Tolbert,Brandon Young,🤔 Average,86,62,2.7,,61.20%,,,0.28,0.297,,,1.3,10.8,1
7/10/2026,,CWS,Randal Grichuk,Jacob Lopez,🎯 Target,86,86,6.4,,59%,,,0.135,0.378,,,0.9,28.4,1
7/10/2026,,CWS,Colson Montgomery,Jacob Lopez,🎯 Target,86,90,4.6,,62.90%,,,0.234,0.327,,,2.4,26.1,1
7/10/2026,,LAA,Mike Trout,Zebby Matthews,🤔 Average,86,82,6.3,,44.50%,,,0.315,0.436,,,1.9,25.2,1
7/10/2026,,CIN,Sal Stewart,Shota Imanaga,🤔 Average,86,74,3.8,,54.70%,,,0.344,0.336,,,2.5,5.5,1
7/10/2026,,MIL,Jake Bauers,Braxton Ashcraft,⚠️ Tough,86,73,4.4,,52.20%,,,0.266,0.372,,,1.8,20.7,1
